,tokenId,marketplace,block,token,price
674,3402,blur,17392171,,45.53
675,4205,blur,17391560,,44.37225
676,6339,seaport,17391532,WETH,42.9
677,6339,seaport,17391532,WETH,44.0
678,9816,blur,17390802,,44.37225
679,9163,blur,17390706,,45.52
680,3391,blur,17390683,,45.51
681,6104,seaport,17390337,ETH,45.77
682,3599,blur,17390310,,45.2327
683,7380,blur,17390302,,45.47
684,3391,blur,17390300,,44.33325
685,753,blur,17390300,,44.33325
686,6371,blur,17390015,ETH,45.22275
687,9163,blur,17389862,,45.38
688,7380,blur,17389861,,45.38
689,3599,blur,17389843,,45.1531
690,8042,blur,17389740,,45.14315
691,4663,blur,17389563,ETH,47.76
692,9886,blur,17389359,,45.32
693,7292,blur,17389069,,45.3
694,9886,blur,17389052,,45.3
695,9163,blur,17389052,,45.3
696,5282,blur,17388626,,45.3
697,2970,blur,17388623,,45.3
698,6408,blur,17388619,,45.3
699,9886,blur,17388618,,45.3
700,9163,blur,17388618,,45.3
701,9581,blur,17388617,,45.3
702,8042,blur,17388500,,45.3
703,6185,x2y2,17388356,ETH,58.5
704,6104,blur,17388340,,45.29
705,6408,blur,17388257,,45.29
706,5282,blur,17388254,,45.29
707,7380,blur,17388252,,45.06355
708,1466,x2y2,17388038,ETH,54.0
709,6104,blur,17387951,,45.29
710,7380,blur,17387945,,45.06355
711,9163,blur,17387945,,45.06355
712,6515,blur,17386946,,45.2
713,753,blur,17386930,,45.04365
714,3102,blur,17386919,,45.28
715,7083,blur,17386890,,45.29
716,9163,blur,17386884,,45.29
717,9581,blur,17386883,,45.29
718,584,blur,17386883,,45.29
719,6104,blur,17386794,,45.06355
720,7380,blur,17386726,,44.15775
721,6515,seaport,17386622,WETH,0.884666
722,6515,seaport,17386622,WETH,44.2333
723,8227,blur,17386604,,45.29
724,9314,blur,17386604,,45.29
725,3102,blur,17386601,,45.3
726,170,blur,17386585,,45.0735
727,4066,seaport,17386474,WETH,116.0
728,5871,blur,17386297,,45.0536
729,6891,blur,17386297,,45.0536
730,9886,blur,17386267,,45.28
731,1786,blur,17386263,ETH,47.35205
732,2970,blur,17386254,,45.29
733,1392,blur,17385923,,45.25
734,2970,blur,17385872,,45.29
735,9886,blur,17385737,,45.34
736,8227,blur,17385736,,45.34
737,3102,blur,17385735,,45.34
738,552,blur,17385734,,45.34
739,9322,seaport,17385648,ETH,45.6
740,3545,blur,17385573,,45.26
741,6604,blur,17385571,,45.27
742,3198,blur,17385570,,45.28
743,5282,blur,17385569,,45.28
744,4198,blur,17385568,,45.29
745,3391,blur,17385568,,45.3
746,2970,blur,17385567,,45.31
747,1399,blur,17385567,,45.31
748,1392,blur,17385566,,45.31
749,8803,blur,17385563,,45.33
750,8152,blur,17385563,,45.33
751,2260,blur,17385562,,45.33
752,9314,blur,17385560,,45.33
753,6891,blur,17385560,,45.33
754,5775,blur,17385560,,45.33
755,5871,blur,17385559,,45.33
756,2505,blur,17385559,,45.33
757,5430,blur,17385559,,45.33
758,6408,blur,17385559,,45.10335
759,2260,blur,17384198,,45.28
760,3102,blur,17384197,,45.28
761,8227,blur,17383949,,45.00385
762,5775,blur,17383641,ETH,45.04166
763,5871,blur,17383527,,45.2
764,9886,blur,17383523,,45.2
765,5282,blur,17383519,,45.2
766,6837,blur,17383517,,45.2
767,8243,blur,17383173,,44.9541
768,3102,blur,17383046,,45.17
769,5775,blur,17382897,,45.17
770,5282,blur,17382894,,45.17
771,6837,blur,17382713,,45.21
772,3102,blur,17382710,,45.22
773,6891,blur,17382709,,45.22
774,8152,blur,17382704,,45.23
775,5101,blur,17382701,,45.24
776,7083,blur,17382698,,45.24
777,2260,blur,17382569,,45.21
778,7292,blur,17382481,,45.2
779,9581,blur,17382481,,45.2
780,5775,blur,17382477,,44.974
781,5282,blur,17382477,,44.974
782,3545,blur,17382477,,44.974
783,3198,blur,17382477,,44.974
784,5871,blur,17382477,,44.974
785,6492,seaport,17382451,WETH,49.0
786,9163,blur,17382117,,45.25
787,5101,blur,17382086,,45.24
788,6837,blur,17382083,,45.25
789,7292,blur,17382083,,45.25
790,9581,blur,17382083,,45.25
791,3198,blur,17382080,,45.26
792,3545,blur,17382080,,45.26
793,2260,blur,17382080,,45.26
794,9314,blur,17382079,,45.26
795,8803,blur,17382079,,45.26
796,6604,blur,17382079,,45.26
797,5430,blur,17382079,,45.26
798,6891,blur,17382078,,45.26
799,9886,blur,17382078,,45.26
800,5101,blur,17381581,,45.24
801,669,blur,17381473,,45.25
802,9581,blur,17381470,,45.25
803,7292,blur,17381469,,45.25
804,5775,blur,17381447,,45.24
805,5282,blur,17381447,,45.24
806,4198,blur,17381446,,45.25
