,tokenId,marketplace,block,token,price,rarity
6222,6658,blur,16300506,,68.0,192763222.4975276
6235,3089,blur,16295403,ETH,94.8999675,19277320.98600001
6239,3097,x2y2,16292909,ETH,80.0,2815190012.3796
6249,9170,seaport,16291436,WETH,76.5,2182196886.4191284
6268,9698,x2y2,16291265,ETH,76.5,296323102.73167205
6270,9245,looksrare,16289879,WETH,78.4,77232546.75255841
6274,7558,blur,16288477,ETH,79.0,44689764335.897606
6276,9622,blur,16287388,ETH,77.0,41878811290.62399
6277,5984,seaport,16287320,ETH,80.75,1196205370.1402109
6278,8363,seaport,16286780,ETH,88.35,5924641.655265932
6279,5144,seaport,16286753,ETH,77.9,1009685925.448831
6286,4132,blur,16285465,ETH,85.0,93673924.5701376
6287,2538,blur,16285465,ETH,85.0,37809750.13687872
6289,283,blur,16285117,ETH,80.8888,1847968812.693432
6292,6938,x2y2,16284241,ETH,114.0,4358227.826223557
6294,5117,seaport,16283037,ETH,79.8,149601028.2255552
6296,6105,looksrare,16282812,WETH,102.9,138646333.75057918
6311,9615,seaport,16279437,ETH,77.249915,65979618.92660881
6312,1800,seaport,16279278,ETH,76.3496,38920719.00031452
6314,8700,seaport,16278658,ETH,73.1025,1309835025.72
6320,5216,looksrare,16278175,WETH,82.9962,47564880.22771753
6333,5974,blur,16276173,ETH,73.73,81716200.84201264
6340,7426,blur,16274261,ETH,73.125,1243040911.871774
6349,1958,blur,16273896,ETH,73.11525,1381683920.8199997
6350,9019,blur,16273893,ETH,73.5,1358851288.4971313
6360,4970,looksrare,16273185,WETH,70.462,1258384365.878112
6361,2193,blur,16272888,ETH,71.5101,230580442.86631197
6362,2673,x2y2,16272033,ETH,77.5,1865727115.1092796
6363,9568,looksrare,16271969,WETH,70.462,108664255.104867
6364,6866,seaport,16271471,ETH,105.45,312693257183.99994
6367,2463,x2y2,16271062,ETH,73.5,42012414.203760006
6370,687,seaport,16269103,ETH,74.1,80915975.38358206
6371,1301,blur,16265849,ETH,109.69,12025214263.295998
6375,4316,seaport,16264350,ETH,84.55,555944948.769408
6377,8069,blur,16262041,ETH,69.6,3594194255.4935784
6378,6217,blur,16261952,ETH,67.275,6521098545.561601
6382,57,looksrare,16260203,WETH,73.304,10799250.692812981
6387,2307,blur,16259276,ETH,77.98,10030539.342681
6388,1814,blur,16259008,ETH,69.5,704822294.284923
6394,4355,blur,16258053,ETH,88.0,622295201792.0001
6402,5817,blur,16257115,ETH,70.99,1624157636.99245
6403,1179,seaport,16257066,WETH,58.0,7075612321.469999
6404,6940,seaport,16257057,WETH,62.0,7297691930.759997
6426,7829,x2y2,16253342,ETH,74.0,268228147.47821406
6435,1334,blur,16252176,ETH,69.99,31097668.776146714
6443,9732,blur,16250562,ETH,71.24,4300904724.4800005
6460,9459,blur,16249722,,71.39,17959661.550230395
6484,4417,blur,16248465,ETH,79.95,542242142.5710081
6485,6081,seaport,16248377,ETH,76.0,23889030.509735998
6488,4267,seaport,16248251,ETH,71.25,253543964.254848
6491,3336,looksrare,16247707,WETH,71.442,734779282.168285
6493,2877,blur,16247571,ETH,65.99,2070196848.7199998
6504,9614,looksrare,16244857,WETH,76.76634,17469138.98355648
6507,7378,blur,16243595,ETH,69.69,74483976.85345419
6518,241,seaport,16243023,ETH,66.5,89286910.129665
6528,3900,x2y2,16241945,ETH,68.0,986133740.25888
6532,2825,blur,16239000,ETH,68.66,3723054701.0248795
6539,4022,x2y2,16237210,ETH,67.75,518542029.837936
6546,3154,blur,16236008,ETH,68.7,861691702.0182425
6547,4783,blur,16235996,,65.8,581549.8553043378
6557,1603,blur,16234352,ETH,125.0,991261436.4576
6563,2420,x2y2,16233757,ETH,90.0,2722785048.4463987
6565,3325,x2y2,16233190,ETH,77.0,226931555.68614724
6567,575,looksrare,16231808,WETH,66.323166,41128849.318511054
6569,591,x2y2,16231412,ETH,250.0,996284631.6191998
6634,967,looksrare,16227109,WETH,70.679952,35305302.05664001
6672,1296,blur,16224341,ETH,65.11,46088460491.673584
6692,9235,x2y2,16222063,ETH,65.7,7695846233.152
6701,9744,x2y2,16221065,ETH,56.25,1150546994.2343917
6714,2416,x2y2,16219783,ETH,72.0,4211371.788624
6734,3910,seaport,16214923,ETH,64.6,8142236424.42
6735,1878,seaport,16214916,WETH,35.0,187812.80258328628
6736,7609,x2y2,16214901,ETH,120.0,40895364.205696
6741,3114,x2y2,16213858,ETH,75.0,691948856.4258817
6758,9399,blur,16212178,ETH,69.69,17608777121.145596
6791,173,looksrare,16209292,WETH,69.58,1312024200.7014914
6793,1971,blur,16209264,ETH,65.11,102484796.82819839
6809,3596,looksrare,16208225,WETH,69.531,5777025353.879998
6875,3844,seaport,16202106,ETH,75.9905,6903248571.648002
6886,7282,seaport,16201884,WETH,79.1,7961984.405575199
6895,6582,looksrare,16201014,WETH,66.3362,249065298.50324458
6898,4434,seaport,16200371,ETH,77.9,125533627.73360638
6902,8695,looksrare,16199853,WETH,69.041,1493646723.8
6903,8393,x2y2,16199727,ETH,66.33,71110686.4230312
6904,8816,x2y2,16199674,ETH,125.0,1589385978180.0
6905,5696,looksrare,16199494,WETH,71.4175,35559245.51704604
6910,5221,seaport,16199029,ETH,72.000025,5475961358.061122
6917,3908,looksrare,16197952,WETH,71.4175,81625694.12199973
6924,5108,looksrare,16196281,WETH,71.4175,67219561.28032525
6932,935,blur,16195181,ETH,65.03,18866233108.007996
6940,527,seaport,16192472,ETH,64.0205,154619804.78007838
6944,532,looksrare,16191901,WETH,63.847,14621085484.543999
6965,9952,looksrare,16189850,WETH,71.05,230624849.17766336
6989,2846,seaport,16186811,ETH,72.2,13334926.19979595
