,tokenId,marketplace,block,token,price,rarity
2421,6215,seaport,17095387,WETH,46.26,8354486.653332019
2432,6679,seaport,17094855,ETH,47.75005,31547977.185309906
2433,1155,seaport,17094747,WETH,0.04669,9819629.992049849
2438,1642,blur,17094280,ETH,47.859301,7197999627.168001
2439,8234,blur,17094277,ETH,53.73,129576533.08279678
2440,4361,blur,17094232,,47.3421,6582341.074008269
2451,6727,blur,17093366,ETH,49.6505,252103878.08198208
2454,766,blur,17092064,ETH,48.24755,14016344661.720005
2456,2478,seaport,17092023,ETH,48.2973,221123115.01980698
2464,6398,blur,17091132,ETH,47.7401,3897781254.66114
2473,8487,x2y2,17090182,ETH,57.69,289202570.36199933
2486,5230,x2y2,17089554,ETH,300.0,804904.8900921261
2493,4817,seaport,17088888,ETH,50.9613,92904434.7626592
2509,1348,seaport,17087444,ETH,51.93701,92160755.270584
2510,8058,seaport,17086212,ETH,58.5,1345106.376516894
2516,1192,blur,17085101,ETH,50.745,466825868.8014854
2517,5977,blur,17085082,ETH,51.541,11530421.89725888
2520,3501,seaport,17084968,ETH,55.41155,535866.799927163
2524,9457,seaport,17084136,WETH,57.0,1786907.08152
2528,6955,blur,17083533,ETH,49.6505,100189872.29298298
2530,7007,seaport,17083351,USDC,1.04e-07,261369322.29407996
2532,1510,blur,17083258,,48.46645,34510371.5268
2535,6935,blur,17082970,ETH,51.9788995,269468760.0241097
2536,9729,blur,17082945,ETH,50.843505,328403499.24095994
2537,2300,blur,17082796,,49.7699,154180227.99009597
2542,2070,blur,17082195,,50.7649,90578597.337396
2546,3455,blur,17082181,ETH,57.26225,472575708.5280001
2547,5443,seaport,17082047,ETH,56.55,2556321.3226452135
2554,3692,blur,17081112,ETH,55.27225,8660315.723629668
2556,7433,blur,17080855,ETH,54.725,11760900.985272458
2561,7639,seaport,17079879,WETH,1.325,62608247.7644208
2563,904,blur,17077828,,51.8395,9287589260.083202
2567,3574,blur,17077346,ETH,52.0385,99466227.22046974
2569,7272,blur,17077155,ETH,55.72,5259729.7368
2572,2135,blur,17077004,ETH,52.2375,111748004.7318835
2574,3077,seaport,17076805,WETH,66.0,2035708570.7021525
2575,1747,seaport,17076581,ETH,60.8,17498256587.3808
2576,1128,seaport,17076523,ETH,52.34775,21154152719.024
2577,4668,seaport,17076360,ETH,55.67025,61875904.2728949
2578,6491,blur,17075452,,52.138,2827782951.839999
2579,7188,blur,17075228,,52.138,50273969.22756
2580,2405,blur,17075216,,52.138,212649185.08080003
2581,70,blur,17075216,,52.138,3222743129.7599998
2582,804,seaport,17075155,ETH,53.1375,1495785826.2780929
2585,3949,blur,17074912,,52.24745,433016312.6697407
2587,7880,blur,17074542,ETH,59.171655,1523913.182785607
2593,812,seaport,17073339,ETH,56.2175,26763101.309947494
2594,8555,x2y2,17073097,ETH,77.0,1108575118.4819999
2595,8216,blur,17071947,ETH,55.67025,489205839.348695
2597,3056,seaport,17071530,ETH,0.995,20496801646.656002
2604,5391,x2y2,17070658,ETH,55.3,271245030395.43677
2605,9616,blur,17070592,ETH,53.73,1549490475.0779996
2609,8064,x2y2,17070525,ETH,53.5,15662481601.536003
2611,3241,blur,17070392,ETH,56.704055,1014697373.1264
2615,6653,x2y2,17070022,ETH,62.5,14120629.046783999
2618,410,blur,17069547,ETH,55.123,1628438326.6799996
2621,1792,blur,17068962,ETH,53.87925,187262310.69906357
2624,8380,seaport,17067957,ETH,53.87925,324621294.31123203
2625,6041,blur,17067950,ETH,56.40655,1540320054.991594
2639,447,seaport,17066814,ETH,55.0235,4170008438.627271
2640,2934,seaport,17066784,ETH,59.2025,1974646865.4544902
2641,5411,blur,17066461,ETH,55.674031,3668644.614870143
2645,3559,seaport,17065522,ETH,53.01855,39217128.21040906
2646,9625,blur,17065511,ETH,53.929,60504663910.383
2649,8528,seaport,17064928,ETH,54.71505,99221197.23622152
2651,3266,seaport,17064853,WETH,70.0,36533527.19976961
2653,9458,seaport,17064316,ETH,53.01855,4548279.783762225
2654,8905,blur,17064274,ETH,57.4999555,10581497.901688322
2656,1347,blur,17063927,ETH,53.42155,144365884.77935523
2657,3076,blur,17063902,ETH,55.679205,1246335065.1550653
2661,1810,blur,17062954,ETH,53.470305,41833186.62631202
2662,3176,blur,17062241,,53.2325,6216565572.18
2663,1030,blur,17062177,,53.2325,182215948.8296829
2666,9073,blur,17061988,ETH,53.58075,1912874723.55648
2667,3637,blur,17061528,ETH,57.699055,12535755474.176
2671,3787,blur,17061160,,53.2325,61253733.67145997
2672,8232,blur,17061141,,53.2325,4543425560.539799
2677,7232,x2y2,17060923,ETH,62.0,12905199801.647997
2683,3308,seaport,17059920,ETH,68.34655,72303518.90860796
2684,7351,blur,17059703,ETH,54.107105,43554708.205596
2685,764,blur,17058786,ETH,53.68025,208077660.3372192
2687,4716,blur,17058527,ETH,57.2125,1568979.9219058128
2689,3192,seaport,17058276,ETH,72.75,76459526.56485
2690,5753,blur,17057443,ETH,53.42155,6694864825.521599
2692,1993,blur,17057054,ETH,53.52105,2446204892.9826827
2697,3621,blur,17056439,ETH,53.5509,1898009955.177336
2699,1587,blur,17055818,ETH,58.2075,12388450.664222205
2703,5337,blur,17055336,,52.934,858320948.3172477
2704,882,blur,17055287,,52.934,298941058.0204465
2705,7799,blur,17055286,ETH,53.332,3959605707.707999
2706,3034,blur,17055282,,52.934,152158394.69446343
2707,3423,blur,17055265,ETH,53.42155,1836134451.3857908
2708,3452,blur,17055262,,52.934,39473892.280368
2710,9323,blur,17055100,,52.934,645538093.831092
2711,6074,blur,17054973,,52.934,227635041.30074397
2712,8723,blur,17054970,,52.934,63518572.7850643
2713,1463,blur,17054967,ETH,53.4214505,288031014.80170196
2717,3539,blur,17054955,,53.4315,59393917569.312004
2718,9145,blur,17054892,,53.4315,8155671.055129937
2719,4033,blur,17054886,,53.4315,37504961956.8
2720,9856,blur,17054866,,53.4315,1659945391.1860018
2721,7050,blur,17054861,,53.4315,5823244871.3472
2722,7810,blur,17054851,,53.4315,89225933319.8592
2723,7867,blur,17054830,,53.4315,167469427.69127995
2724,4492,blur,17054821,ETH,54.128,10527746.098580483
2725,6143,blur,17054809,,53.4315,1254911677.12122
2726,941,blur,17054778,,53.4315,191587102.13174397
2728,1550,blur,17054692,ETH,54.128,184766254.11256322
2730,4408,blur,17054668,,53.4315,1549889083.4499073
2739,1460,blur,17054654,,52.377,4189353.400509729
2741,1388,blur,17054654,,52.377,12230164.259212496
2759,4824,seaport,17054278,ETH,58.383,20709240611.699203
2761,5423,x2y2,17053888,ETH,71.0,366707731896.0
2762,2902,blur,17053768,ETH,82.57505,28365843.06262784
2764,5037,blur,17053537,ETH,54.2275,42239319.03325854
2766,8916,blur,17053512,ETH,58.0000425,15990920.900119968
2772,3277,blur,17053292,ETH,53.68025,335510925.6964607
2773,665,seaport,17053252,ETH,54.7028115,18513188.825824004
2776,229,seaport,17053089,ETH,54.7051,18122213.932147965
2782,7335,blur,17052735,ETH,52.6095305,3309062706.5303807
2783,9061,blur,17052372,ETH,54.71505,189782872.82071036
2785,4677,seaport,17051663,ETH,54.725,104827839.86889291
2786,4906,blur,17050850,ETH,52.934,92587630.4261536
2787,6556,seaport,17050279,ETH,53.32275,16004068089.779198
2788,5986,blur,17050128,ETH,52.6095305,13910087033.387999
2790,7523,x2y2,17048775,ETH,53.85,9500298.876088003
2795,2037,blur,17047889,ETH,52.612615,90713890.89285602
2804,2946,seaport,17046930,ETH,58.5,477090.9376244294
2805,6816,blur,17046387,ETH,52.735,25620261.865380004
2808,4090,x2y2,17046338,ETH,55.5,8058335.916119997
2815,4865,blur,17046020,,52.2375,7437383366.399998
2816,8665,blur,17045754,ETH,53.0335,17094713867.3784
2819,1408,blur,17045141,ETH,52.735,149160921.46036226
2820,6372,blur,17044971,ETH,54.71505,335136856.3688375
2829,3030,seaport,17043791,ETH,53.835,130041602.96709596
2830,1092,blur,17043695,ETH,56.282772,535973010.0982964
2831,5992,seaport,17043322,ETH,58.6055,1720896.1562913116
2835,1927,blur,17042778,,51.74,5569818.9019704005
2837,9229,blur,17042742,,52.98375,157267019.66157004
2839,9021,blur,17042528,,53.72005,322876799.2835616
2842,7635,seaport,17042228,ETH,19.4025,1288893116.4408
2846,7659,blur,17041993,ETH,54.840022,422667545.19702595
2851,7564,seaport,17041838,ETH,55.2822,5893762.182369621
2852,7873,blur,17041810,ETH,55.15285,1418232.897240442
2853,6737,blur,17041792,ETH,55.151855,12557070.704640001
2859,205,blur,17041249,ETH,54.725,71147601.88343808
2860,8215,seaport,17040831,ETH,55.96875,47130067.70276733
2861,5917,blur,17040740,ETH,54.395655,13062165075.417603
2867,7530,blur,17040324,ETH,54.3867,27209127.2656896
2868,2544,seaport,17040311,ETH,47.76,21406029.580615677
2869,5830,blur,17040131,ETH,54.39665,424914352.4873521
2870,1113,blur,17040131,ETH,54.39665,11060980829.074001
2871,3915,blur,17040100,ETH,54.39665,76464956.76250552
2874,2605,blur,17039455,ETH,54.45635,47744954.47572864
2875,2085,seaport,17039413,ETH,53.625,1294479765.199051
2876,2745,blur,17039174,ETH,55.221505,566065060.4878243
2877,8645,seaport,17039135,ETH,54.8632,75460596535.8336
2879,752,blur,17039078,ETH,52.2574,28390657127.040005
2887,7693,seaport,17038948,ETH,55.27225,172886621.84966484
2894,8251,seaport,17038724,WETH,54.75,18210592.314318355
2903,3524,seaport,17038619,ETH,52.706,132212653.98264
2905,4158,blur,17038463,ETH,54.2275,1899738758.9488
2914,5876,blur,17038062,ETH,59.2979205,4772766.5223876
2919,71,blur,17037657,ETH,57.71,463291594.57276416
2920,3795,seaport,17037604,ETH,53.2,53172398.389096804
2921,4131,blur,17037581,ETH,61.491,528903577.6012294
2923,5860,blur,17037380,ETH,54.8245,18109009062.144
2925,1223,blur,17037224,ETH,55.4184155,4319692795.599999
2939,9683,seaport,17036539,WETH,55.1,146136250.982484
2942,4095,seaport,17036450,WETH,55.25,583367297.0771922
2958,9074,blur,17036230,,55.47125,229146824.97706175
2960,747,blur,17036109,,56.2175,120396712.34866178
2964,1889,blur,17036101,,56.2573,974537376.1343997
2971,8273,blur,17036058,,56.30705,1943411254.7553
2972,9266,blur,17036058,,56.30705,5700991768.2
2973,9360,blur,17036058,,56.30705,757431369.9125712
2974,3816,blur,17036050,,56.30705,98278126.23163392
2982,9838,blur,17035075,ETH,58.55575,2748590924.7468667
2986,3550,blur,17034559,ETH,56.715,54269442.742394865
2992,2366,seaport,17033078,ETH,55.575,616465026.2264004
3021,608,seaport,17028249,ETH,58.2,206144518.39673117
3024,8841,seaport,17026804,WETH,58.2,914932879.4385964
3025,301,blur,17026765,,57.83935,507091917.8274611
3032,934,blur,17025535,,58.2075,158263028.98623362
3033,4595,blur,17025529,,58.2075,2853529428.067718
3035,7027,blur,17024060,ETH,59.997505,64418304.0387744
3036,6063,seaport,17023886,WETH,64.42,33234300858.527996
3048,5232,x2y2,17020012,ETH,104.2,12267906.8690871
3049,5441,seaport,17019067,ETH,67.1625,665580505.3395762
3052,7517,blur,17018094,ETH,58.7846,8274517390.675799
3067,7646,seaport,17014908,ETH,60.6153,22605838.043451454
3071,5017,seaport,17012102,,1e-18,612944451.845806
3075,1357,seaport,17011291,WETH,72.0,2015672615.4239995
3076,2058,seaport,17011056,ETH,58.2,29917515.709071137
3077,670,seaport,17010510,ETH,59.7,1927561217.531121
3083,4333,seaport,17008509,ETH,58.2,133405437.674145
3084,1513,seaport,17007511,ETH,62.166,239492140.8596995
3085,8027,seaport,17007426,WETH,88.0,6415344.643276801
3087,9393,blur,17005437,ETH,61.69,3126347700.4223995
3091,9260,seaport,17004198,ETH,61.420156,1653064.347380526
3092,3684,blur,17003407,,57.3319,23284323.83363678
3093,3860,blur,17002663,,57.312,11685331948.752
3095,1836,blur,17002161,ETH,58.0959605,50398981.80543367
3096,9811,blur,17002098,ETH,57.709005,1018869951.1706729
3097,6972,seaport,17001408,ETH,57.0,558678264.7679999
3098,7976,x2y2,17001346,ETH,66.6,349396441.71264005
3104,896,blur,16999717,ETH,58.904,16077305005.585197
3111,4070,seaport,16998572,ETH,29.85,2135126471412.0002
3115,8640,seaport,16997631,ETH,62.0703,676797364.67616
3119,1512,seaport,16997021,ETH,58.685,16472157779.252996
3124,3971,seaport,16994790,ETH,61.425,9000834.166044451
3126,3948,blur,16994373,ETH,62.000042,422119149.5078799
3127,9858,blur,16994009,ETH,59.2025,115573171.12576675
3131,193,seaport,16993072,ETH,45.46155,277248843.144
3133,627,blur,16991761,ETH,59.2821,25210190.885698482
3139,6529,blur,16990504,,57.564,33971547155.831993
3146,2359,seaport,16987943,ETH,59.946,202797309.36617583
3147,5976,seaport,16987002,ETH,61.11,9627344.41764433
3148,6720,blur,16985547,ETH,59.84925,1106284277.6270208
3152,1751,blur,16984136,ETH,60.695,110580121.839096
3157,6698,blur,16983550,,60.695,8730898963.007
3160,933,blur,16983245,,60.7547,60510781.43748001
3161,8581,blur,16983230,,60.7547,56979562.86038015
3171,2061,blur,16981076,ETH,68.25,362887101.65176916
3172,1723,blur,16981013,ETH,61.491,7124470825.305597
3173,1576,blur,16980634,,60.7547,206496961.0704
3181,922,blur,16978889,ETH,61.5905,56137631.85424007
3182,4473,seaport,16978268,ETH,62.088,1308834289.1459405
3186,6501,blur,16975861,,60.94375,4638048348.027599
3188,9605,x2y2,16975642,ETH,61.8,72384829558.144
3191,3852,blur,16975480,ETH,62.1075,7854927673.088
3197,2272,seaport,16974260,ETH,1.34325,43036105183.48801
3217,7897,seaport,16969068,ETH,65.471,1676225027.4000003
3228,6637,seaport,16962542,ETH,70.93355,816498.136689404
3230,5836,blur,16962158,ETH,62.4839105,82800252.43776
3231,9534,blur,16961713,ETH,61.6799505,2089756284.9263995
3232,8867,seaport,16961256,ETH,60.68505,17304736720.471195
3233,6487,blur,16961026,ETH,61.6799505,229775096.2661024
3238,6993,seaport,16960290,ETH,73.1325,132612760.59858543
3241,3691,blur,16959840,ETH,61.75169,9484821.957995664
3243,8975,seaport,16959332,ETH,63.5605005,108174089.48673598
3244,9871,seaport,16959303,ETH,66.0083,39034527.175224
3246,2012,seaport,16958929,WETH,65.0,701601049.3972479
3261,6204,seaport,16957030,ETH,67.6845,1378392065.676
3263,3622,blur,16956005,ETH,64.30685,198069001.990629
3266,7644,blur,16952274,ETH,63.68995,74606418.56348924
3268,1157,seaport,16952006,ETH,67.6845,1093386470.3999999
3270,9851,seaport,16951813,ETH,70.2,3436613235.719999
3276,1707,blur,16949676,ETH,63.63025,14855052197.606396
3277,3139,seaport,16949676,ETH,61.425,5838208513.434003
3278,718,x2y2,16949447,ETH,61.3,4545965.563702619
3279,6873,seaport,16949367,ETH,16.915,86841731339.99998
3280,741,seaport,16949207,ETH,64.675,30466481159.56499
3281,9670,blur,16949071,ETH,60.98355,635211865.1298242
3282,9383,seaport,16948999,ETH,65.5506,9488859543.071999
3283,9513,blur,16948760,ETH,62.03825,109782958.3488
3284,9140,seaport,16948280,ETH,64.277,162407974.88071904
3285,192,seaport,16947500,ETH,8.70625,990052897391.9999
3286,6776,seaport,16947449,WETH,240.88,22226288.998833913
3289,8666,seaport,16946775,ETH,67.65005,2430938.0263895425
3292,5484,seaport,16945043,ETH,62.088,1840828844.16
3295,9483,blur,16945017,ETH,60.1179,126003349264.9984
3296,9191,blur,16945017,ETH,60.12785,398217967.07963395
3297,8214,blur,16945017,ETH,60.24725,65795072.69966399
3298,7366,blur,16945017,ETH,60.10795,222719814.1206719
3299,1824,blur,16945017,ETH,60.12785,22567909568.04
3301,6827,blur,16944975,,60.02835,43194884.21247999
3309,2616,x2y2,16944116,ETH,65.0,466838205.0748415
3310,9597,seaport,16943722,ETH,68.25,23950640923.392
3312,7814,seaport,16942962,ETH,63.67005,136066903.92001075
3320,6511,seaport,16940016,WETH,62.8,36876353.8366132
3323,6008,seaport,16938095,ETH,65.1725,35317570.38688569
3327,854,blur,16937079,,59.96865,2825562916.8
3328,891,seaport,16936548,ETH,69.65,282910135.7481984
3329,1438,blur,16935989,ETH,60.5599188,4634144699.184001
3332,5585,seaport,16934943,WETH,1.2162,34452027022.336
3336,7320,seaport,16933443,ETH,64.66505,7033053797.265598
3339,2368,seaport,16932228,ETH,61.5706,13562127191.422398
3341,1325,blur,16931717,ETH,71.64,160549756206.84
3344,1018,seaport,16931294,ETH,64.3566,519624.2003752801
3349,85,seaport,16929577,ETH,72.6375,78638837.9436749
3351,7684,blur,16929429,ETH,62.685,615695870.7199999
3356,2786,seaport,16927316,ETH,68.655,44542735362.048004
3358,1118,blur,16926406,,59.501,10335621231.698399
3363,2819,blur,16925130,ETH,60.6849505,223741267.38344863
3367,7744,seaport,16924131,ETH,96.4752,126951046.88038078
3368,3244,blur,16923921,ETH,60.690025,2939262.117427767
3370,3055,blur,16920836,,59.501,35475638.129446395
3372,9180,seaport,16920804,ETH,71.175,142571563.62064
3373,2781,seaport,16920802,WETH,62.0,43639581.772800006
3376,1894,blur,16920396,,59.94875,752355131.6910181
3377,5252,blur,16920382,,59.9587,241134275.39241043
3382,7213,blur,16920354,,60.00845,546660293.110272
3383,9086,blur,16920298,,60.00845,17325600208.223995
3385,4776,seaport,16920047,ETH,88.555,6733350.778834945
3394,8217,seaport,16919052,,1e-18,74038939.4586654
3395,7992,blur,16918428,ETH,62.313069,8237304558.873486
3399,7923,seaport,16914231,ETH,74.49,14886567682.560003
3410,7868,seaport,16910480,ETH,62.1875,13701108001.996803
3416,2062,x2y2,16909765,ETH,318.0,300930158.39545107
3426,429,seaport,16908467,ETH,0.995,21614083968.059994
3448,8829,blur,16904912,ETH,61.38155,1781564358.780058
3451,2149,blur,16904311,ETH,60.6751,21740324.3904
3467,9829,blur,16901859,ETH,57.20255,37791935.7859974
3468,4289,blur,16901859,ETH,57.312,809746754.3926673
3469,3999,blur,16901859,ETH,57.113,935879362.1209297
3470,4012,blur,16901828,ETH,57.0028535,2331910460.88
3471,2744,blur,16901828,ETH,57.0135,201873556.79281044
3472,4451,blur,16901788,ETH,59.6005,12844460993.009998
3473,2534,blur,16901750,ETH,56.914,37020732.0638463
3475,2808,blur,16900941,ETH,57.002555,806964786.9534161
3480,1941,seaport,16899524,ETH,62.685,13251264.861650651
3487,2250,seaport,16897317,ETH,57.66025,2135664120.7439997
3490,3540,x2y2,16896280,ETH,58.0,8703390.843957428
3494,2036,blur,16894828,ETH,57.20255,192378837.22271547
3501,985,seaport,16892622,ETH,59.4015,25218065435.904
3509,7585,seaport,16891349,ETH,57.113,28866590.795986354
3510,4794,blur,16891269,ETH,58.2672,99178640.07744
3511,2635,blur,16891269,ETH,59.7,9412304198.527998
3512,9537,seaport,16891206,ETH,58.6055,3853262759.9710846
3514,7336,seaport,16890838,ETH,58.6055,77313787559.424
3519,3475,blur,16890311,ETH,55.9588,1597874.489065452
3530,1496,blur,16890104,,55.82945,19344291.680623163
3532,4838,seaport,16889862,ETH,62.3865,65664446.25237119
3534,7875,seaport,16889312,ETH,58.705,3021331038.66
3535,9467,seaport,16888859,ETH,58.705,13381172.71010473
3536,7200,x2y2,16888523,ETH,61.0,43998330397.757996
3537,6570,seaport,16887181,ETH,57.525,10844809424.409998
3540,7000,seaport,16887013,ETH,12.935,1239217579.3181188
3547,3595,blur,16884810,ETH,58.5642075,7057534718.52
3548,3182,blur,16884723,,55.7996,566133325.0128863
3550,9953,seaport,16884618,ETH,59.6999005,273074196.9870684
3556,1826,seaport,16883574,WETH,57.44,756635879.7289437
3558,1525,x2y2,16883417,ETH,77.0,521312960285.99994
3564,9256,x2y2,16880739,ETH,71.0,30816967.30813007
3568,7427,blur,16879226,ETH,58.705,317020072.0695091
3578,7932,blur,16875847,ETH,59.25225,25062613160.76
3587,6937,seaport,16874331,WETH,1.1200002,971677962.4859997
3589,1753,seaport,16873916,WETH,60.0,6989687063.5416
3598,7424,seaport,16870691,WETH,61.0,45502056940.48739
3600,8548,seaport,16870043,WETH,63.95,863516122.7263999
3601,3093,blur,16869884,ETH,61.26215,6739225383.8448
3602,7328,seaport,16869425,WETH,70.0,4098476.952379257
3604,345,blur,16868914,ETH,60.6154,745452322.598016
3605,5346,blur,16868541,ETH,67.8988,1050571316.9581347
3606,339,blur,16868293,ETH,69.14255,16746870625.055996
3609,5012,seaport,16866070,ETH,59.6005,99057143.78767349
3610,3270,x2y2,16866020,ETH,75.0,569294714.8568065
3613,7725,blur,16865599,ETH,0.0,331046.22867993615
3614,7680,blur,16864929,,60.3965,65191248602.72641
3617,4851,seaport,16863349,ETH,62.4,1159553886.12378
3618,7982,seaport,16862099,ETH,84.56505,31260423.530794103
3619,9535,seaport,16862099,ETH,84.575,2472280.9834523723
3620,8715,seaport,16861936,ETH,65.2275,428699250.64512
3621,3576,x2y2,16860360,ETH,77.0,5875966277.874001
3622,1086,blur,16859748,,60.36665,48768896.320784636
3623,2129,seaport,16858678,ETH,64.88625,834479752.963222
3626,5647,x2y2,16856992,ETH,147.0,35727937.22437633
3627,5879,seaport,16856947,ETH,63.5461128,3481008.005708514
3628,1679,seaport,16856033,ETH,77.9025,13045746.996982943
3629,4637,seaport,16855824,ETH,63.2621,103728018.12609603
3630,8396,blur,16855266,ETH,63.67005,499611974.2356019
3632,5546,x2y2,16853552,ETH,75.0,16947319601.7664
3636,3243,seaport,16852555,ETH,73.476969,569115807.2599999
3638,8881,blur,16852264,,60.7945,6897731.008968349
3640,7731,seaport,16851591,WETH,76.0,541176595.2552961
3642,5250,seaport,16850231,WETH,87.0,140651713080.0
3644,5811,seaport,16850080,ETH,64.675,253411359.3804936
3650,7203,seaport,16849644,ETH,66.65505,16692033440.095198
3661,5561,blur,16847761,ETH,64.599977,390603037.63104
3663,4251,blur,16847533,,62.51585,647215263.0057884
3664,2479,blur,16847373,,62.685,28089591.610238407
3670,5002,blur,16847110,,62.95365,339103685.6768246
3675,5103,seaport,16846458,WETH,66.0,12276883666.944002
3677,9425,blur,16846078,ETH,63.80935,554123942.636992
3680,6373,blur,16841549,ETH,63.72975,27081653.5924032
3681,6415,seaport,16840361,ETH,64.1775,9983273.23225866
3682,6161,blur,16840357,ETH,63.80935,3964628987.2799997
3683,827,blur,16839914,ETH,64.1775,614452886.0802486
3684,2259,seaport,16839319,ETH,65.67,3632411786.832
3686,1248,seaport,16838734,WETH,64.0,2332928321.568768
3689,6405,blur,16836961,,62.71485,308014932.3629413
3691,2047,blur,16836411,,63.23225,211824234.45993602
3697,4352,blur,16835311,,63.7198,1035923359.6800001
3701,5292,blur,16834782,,64.2969,158092106.157216
3707,9168,blur,16832552,ETH,65.580251,183752101.26207358
3708,5348,blur,16831925,,64.277,99807395.51818348
3711,3772,blur,16830658,ETH,70.33655,1544907896.7138429
3726,7014,blur,16827226,ETH,66.1675,2637034365.2748485
3730,9367,seaport,16826487,ETH,67.5406,29702578.900101125
3736,330,blur,16825648,ETH,66.0947655,2855088511.7216005
3739,4255,seaport,16825065,WETH,1.1967,141760626.18450624
3742,4671,seaport,16824454,ETH,80.4756,1398555221.1058943
3744,4498,seaport,16823704,ETH,66.0999395,149839558.0403904
3745,4245,x2y2,16823516,ETH,71.5,3436821715.536
3761,8508,x2y2,16821667,ETH,72.0,4500251258.3424015
3765,5446,seaport,16820319,ETH,99.19155,36842701.6713996
3769,4003,blur,16819457,ETH,66.65505,20263712.59098678
3771,2001,blur,16818983,ETH,82.585,1991408.5311464441
3773,1112,seaport,16818363,WETH,67.0,15531756.13042132
3774,6320,blur,16818220,ETH,66.65505,2166872767.488
3775,7209,seaport,16818190,ETH,66.77445,290163604.502775
3787,6033,seaport,16814303,WETH,1.334,25618969872.6912
3790,7664,x2y2,16812890,ETH,69.0,23953455523.720802
3792,465,blur,16809500,ETH,69.1525,479981702.36991745
3793,8331,seaport,16807951,ETH,79.59005,27433009.179329716
3794,1233,x2y2,16806802,ETH,60.0,2915461180.112302
3799,2457,blur,16805034,,65.471,75652941.4829779
3801,9760,seaport,16804732,WETH,66.1,687431661.1329025
3803,7291,blur,16803175,ETH,67.3416,72864709.94790001
3804,6366,blur,16803175,ETH,67.35155,3470443986.4952826
3809,2978,x2y2,16801810,ETH,68.0,173175675095.104
3812,145,blur,16801605,ETH,74.51555,311860546.630733
3816,8317,blur,16799617,ETH,68.456,2047712799.8920321
3817,1049,blur,16799573,ETH,75.0000155,167525832.48854542
3818,6474,seaport,16799393,ETH,84.36605,1688223208.1126935
3819,8556,seaport,16799328,ETH,74.625,58920238.3597027
3820,550,x2y2,16799276,ETH,122.42,828792.3436258659
3821,8392,blur,16799176,ETH,68.058,912689666.4408193
3822,5567,blur,16798945,ETH,86.0675,406992191039.99994
3823,3747,blur,16798473,ETH,67.66,2736925.1684159613
3824,2356,looksrare,16798065,WETH,67.13,59698857.94122911
3830,4834,blur,16796407,ETH,67.5605,1286186396.7537558
3832,8105,seaport,16795574,WETH,71.0,2457698.2299297787
3833,356,blur,16795536,ETH,67.66,1591224650.5903995
3834,2422,blur,16795138,ETH,70.411573,292135250.51893663
3835,2380,looksrare,16795132,WETH,67.03102,454803153.9735339
3836,2102,blur,16794752,ETH,84.9999645,2284277851.562
3841,4232,x2y2,16793716,ETH,66.5,7524433264.877999
3850,5239,x2y2,16793161,ETH,71.0,199848489.43358397
3853,4268,blur,16793103,,66.5456,557092723.2639999
3861,2084,blur,16792424,,67.9187,67743213.22828801
3862,4221,blur,16792383,,67.9187,208733949.7912469
3866,9879,blur,16792383,,67.9585,178810846.413056
3874,720,blur,16791504,ETH,69.50075,13374815.209389845
3875,3826,x2y2,16791311,ETH,74.0,6543469969.344002
3877,9022,blur,16790272,ETH,70.3465,234507745.600128
3878,7941,blur,16789472,,67.9585,4690830144.33
3880,5351,blur,16788189,,68.5555,937792424.9093401
3887,2533,blur,16784954,,69.1525,1341991834.5689852
3903,9365,seaport,16781319,USDC,1.19365e-07,17865554.612505596
3904,7159,seaport,16780188,ETH,79.6,6131724.483323932
3905,9982,blur,16780033,,69.1525,738344543.5554248
3910,3607,blur,16780033,,69.65,173828360.4937425
3919,6801,blur,16779393,,70.4062,76534377952.032
3924,3615,blur,16779062,,70.65495,33105515.08579875
3931,9428,blur,16777657,ETH,71.3017,81410831.03068759
3932,9725,seaport,16777636,ETH,72.5355,6684703.773446789
3933,1869,seaport,16777526,ETH,71.762783,44754774.37224289
3935,3862,blur,16777299,ETH,88.555,13663572.332256
3937,7839,x2y2,16777228,ETH,87.0,2122133388.1439998
3939,5116,x2y2,16776999,ETH,440.0,4341181.086564629
3940,6440,blur,16775624,ETH,71.51065,848088081.7178615
3942,8550,seaport,16775227,WETH,85.0,712403093.6547842
3945,6424,blur,16774314,ETH,74.625,947526581.9879999
3950,5141,blur,16773406,ETH,71.441,3867143.2366104354
3955,7353,x2y2,16772747,ETH,72.0,126814390.17451319
3958,5090,seaport,16772414,ETH,73.63,14312885468.756401
3961,9540,x2y2,16772161,ETH,72.15,852281704.281047
3984,8212,blur,16766524,ETH,72.635,151029599.69771522
3985,1951,seaport,16766350,ETH,71.9113365,407633661.23039997
3990,9604,seaport,16765551,ETH,80.925,1811054316.8600063
3992,9885,seaport,16765268,ETH,71.64,4129117.5300538377
3996,7971,seaport,16764095,ETH,71.0697655,551325591.3287807
3997,281,blur,16764073,ETH,94.525,14319865.266326189
4007,924,blur,16762078,ETH,70.4260005,219755975.15773433
4011,597,blur,16760324,ETH,71.33155,10756103841.288002
4014,9877,seaport,16759018,,1e-18,153781040.5713331
4019,4519,x2y2,16756794,ETH,71.75,36209800.0340945
4023,8733,blur,16755674,ETH,71.64,43179582.810364
4028,7349,seaport,16755138,ETH,73.62005,967013054.461238
4030,5955,blur,16754733,ETH,71.64,87583831.169328
4031,7440,blur,16754667,ETH,70.39625,369594346.804992
4036,4004,seaport,16749689,ETH,74.57525,1352608393.056877
